ID,YEAR,OTHIC,MSICBD,CICBD,OTHICBD,FCOUNTY
6140352,2018,,0,0,0,25025
6140417,2018,,,,,25009
6140420,2018,,0,0,0,25025
6140428,2018,,40,0,0,25017
6140430,2018,22 Beds Neuro ICU and 7 Bed Burn ICU,56,34,29,25025
6140438,2018,,0,0,0,25025
6140459,2018,,0,0,0,25005
6140460,2018,,5,0,0,25025
6140465,2018,,32,8,0,25025
6140570,2018,,,,,25025
6140581,2018,,0,0,0,25025
6140583,2018,,0,0,0,25025
6140590,2018,,,,,25023
6140595,2018,,0,0,0,25021
6140610,2018,,0,0,0,25025
6140620,2018,,,,,25025
6140630,2018,,8,8,0,25023
6140645,2018,,,,,25023
6140680,2018,,,,,25021
6140690,2018,,44,8,0,25017
6140724,2018,,0,0,0,25021
6140770,2018,,0,0,0,25017
6140780,2018,,10,10,0,25017
6140790,2018,,,,,25021
6140850,2018,,14,0,0,25017
6140892,2018,,,,,25005
6140900,2018,,,,,25005
6140923,2018,,10,0,0,25001
6140980,2018,,,,,25027
6140990,2018,,,,,25009
6141010,2018,,5,0,0,25003
6141020,2018,,6,0,0,25011
6141095,2018,,72,28,0,25027
6141110,2018,,12,0,0,25013
6141130,2018,,11,13,0,25001
6141146,2018,,,,,25025
6141170,2018,,19,0,0,25009
6141300,2018,,10,0,0,25017
6141355,2018,,,,,25009
6141395,2018,,10,0,0,25027
6141410,2018,,,,,25021
6141430,2018,,1,0,0,25019
6141450,2018,,7,0,0,25021
6141475,2018,,,,,25023
6141500,2018,,8,0,0,25009
6141530,2018,,8,0,0,25017
6141570,2018,,6,0,0,25015
6141600,2018,,,,,25015
6141630,2018,,,,,25021
6141640,2018,,3,0,0,25007
6141660,2018,,6,0,0,25013
6141705,2018,,10,10,0,25003
6141720,2018,,,,,25023
6141770,2018,,,,,25021
6141865,2018,,,,,25005
6141890,2018,,3,3,0,25027
6141900,2018,,16,8,0,25021
6141940,2018,,5,0,0,25013
6141950,2018,,0,0,0,25013
6141955,2018,,32,30,0,25013
6141965,2018,,,,,25013
6141990,2018,,0,0,0,25003
6142000,2018,,,,,25005
6142010,2018,,,,,25005
6142020,2018,,,,,25017
6142120,2018,,0,0,0,25017
6142200,2018,,6,0,0,25013
6142210,2018,,,,,25013
6142280,2018,,10,0,0,25017
6142315,2018,,,,,25027
6142320,2018,,0,0,0,25027
6142350,2018,,22,15,0,25027
6142390,2018,,,,,25027
6144001,2018,,0,0,0,25017
6149100,2018,,0,0,0,25009
6150002,2018,,,,,44007
6150003,2018,,,,,44007
6150020,2018,,0,0,0,44007
6150080,2018,,10,0,0,44005
6150091,2018,,,,,44007
6150110,2018,,,,,44007
6150130,2018,,16,0,0,44007
6150140,2018,,,,,44007
6150150,2018,Neuro ICU,26,24,18,44007
6150160,2018,,,,,44007
6150185,2018,,,,,44007
6150200,2018,,8,0,0,44009
6150205,2018,,,,,44007
6150215,2018,,15,0,0,44003
6150220,2018,,9,0,0,44009
6160001,2018,,6,0,0,9009
6160002,2018,,32,0,0,9001
6160003,2018,Neuro ICU,30,28,17,9003
6160004,2018,,19,12,0,9003
6160005,2018,,,,,9009
6160006,2018,,0,0,0,9007
6160007,2018,,,,,9009
6160009,2018,,20,0,0,9001
6160010,2018,PCU,14,0,16,9001
6160011,2018,,0,0,0,9003
6160013,2018,,19,0,0,9003
6160035,2018,,,,,9001
6160070,2018,,,,,9003
6160100,2018,Med/Surg,0,0,15,9001
6160120,2018,,14,0,0,9009
6160160,2018,,10,0,0,9001
6160215,2018,,20,0,0,9003
6160219,2018,,0,0,0,9003
6160280,2018,,,,,9003
6160331,2018,,,,,9007
6160340,2018,,24,0,0,9007
6160350,2018,,,,,9009
6160370,2018,,,,,9003
6160380,2018,,,,,9001
6160400,2018,Neuro ICU,88,32,19,9009
6160450,2018,,0,0,0,9003
6160480,2018,,10,10,0,9011
6160530,2018,,5,5,0,9001
6160560,2018,,12,0,0,9011
6160580,2018,,,,,9015
6160590,2018,,,,,9013
6160600,2018,,,,,9003
6160610,2018,,9,0,0,9005
6160650,2018,,,,,9013
6160710,2018,,6,0,0,9005
6160720,2018,,0,0,0,9009
6160727,2018,,,,,9009
6160740,2018,,16,8,0,9009
6160750,2018,,,,,9009
6160800,2018,,,,,9013
6160810,2018,Progressive Care Unit,0,0,8,9015
6160815,2018,,0,0,0,9013
6169040,2018,,0,0,0,9009
6210001,2018,,,,,36077
6210007,2018,,8,0,0,36033
6210009,2018,,7,7,0,36009
6210013,2018,,14,0,0,36065
6210021,2018,,0,0,0,36071
6210024,2018,Neonatal Continuing Care; Neuro ICU,174,53,70,36061
6210025,2018,"Peds, Surgery, Newbonds, CCU",20,10,48,36085
6210028,2018,,0,0,0,36119
6210030,2018,CPS,65,17,20,36001
6210033,2018,,6,4,0,36037
6210034,2018,,24,0,0,36005
6210035,2018,,,,,36047
6210036,2018,,0,0,0,36061
6210037,2018,,14,0,0,36071
6210039,2018,,16,0,0,36119
6210041,2018,,16,8,0,36071
6210050,2018,,10,0,0,36001
6210057,2018,,0,0,0,36091
6210058,2018,,0,0,0,36105
6210070,2018,,12,10,0,36001
6210071,2018,,,,,36001
6210075,2018,,8,1,0,36001
6210120,2018,,,,,36045
6210145,2018,,,,,36103
6210150,2018,,0,0,0,36103
6210170,2018,,5,3,0,36057
6210180,2018,,5,5,0,36011
6210240,2018,,,,,36037
6210250,2018,,0,0,0,36101
6210260,2018,,0,0,0,36101
6210263,2018,,8,0,0,36063
6210266,2018,,,,,36061
6210280,2018,,26,10,0,36103
6210325,2018,,0,0,0,36081
6210335,2018,,12,0,0,36059
6210350,2018,,0,0,0,36007
6210370,2018,,10,0,0,36007
6210395,2018,,15,0,0,36005
6210440,2018,,24,6,0,36061
6210469,2018,,19,7,0,36047
6210510,2018,,,,,36047
6210511,2018,,,,,36061
6210545,2018,ICU,6,21,12,36047
6210555,2018,,28,6,0,36047
6210570,2018,,31,10,0,36047
6210665,2018,,13,0,0,36047
6210680,2018,Coma,10,10,2,36047
6210690,2018,,22,8,0,36047
6210740,2018,,,,,36047
6210747,2018,,40,10,0,36047
6210965,2018,Step-down,12,0,12,36047
6210970,2018,,,,,36047
6211000,2018,,22,0,0,36029
6211025,2018,Neuro ICU,71,39,18,36029
6211040,2018,,,,,36029
6211070,2018,Trauma,12,0,24,36029
6211095,2018,,,,,36029
6211100,2018,,24,12,0,36029
6211120,2018,,12,0,42,36029
6211145,2018,,,,,36029
6211180,2018,,7,0,0,36069
6211185,2018,ICU,0,0,6,36089
6211190,2018,,0,0,0,36069
6211200,2018,,10,0,0,36079
6211205,2018,,,,,36045
6211215,2018,,0,0,0,36079
6211225,2018,,,,,36021
6211290,2018,,6,0,0,36069
6211295,2018,,,,,36095
6211350,2018,,8,0,0,36101
6211370,2018,,12,0,0,36023
6211400,2018,,,,,36003
6211430,2018,,8,0,0,36051
6211450,2018,,,,,36025
6211470,2018,,,,,36013
6211490,2018,,,,,36031
6211500,2018,,0,0,0,36111
6211510,2018,,3,17,0,36015
6211530,2018,,0,0,0,36015
6211540,2018,,,,,36015
6211545,2018,,22,16,0,36007
6211570,2018,,8,8,0,36081
6211595,2018,Neonatal continuing care,29,13,5,36081
6211600,2018,,12,6,0,36081
6211650,2018,,9,5,0,36069
6211660,2018,,11,7,0,36059
6211670,2018,,16,6,0,36113
6211680,2018,,66,16,0,36059
6211690,2018,,8,0,0,36035
6211720,2018,,0,0,0,36089
6211770,2018,,2,3,0,36103
6211775,2018,,,,,36053
6211810,2018,,,,,36059
6211812,2018,,,,,36103
6211860,2018,,,,,36101
6211880,2018,Step-down and Cardiac Intermediate,12,14,16,36103
6211960,2018,,8,0,0,36109
6211980,2018,,,,,36081
6212010,2018,,16,0,0,36081
6212040,2018,,14,0,0,36013
6212080,2018,,,,,36119
6212105,2018,,15,0,0,36029
6212130,2018,,,,,36111
6212140,2018,,,,,36111
6212206,2018,,6,0,0,36105
6212230,2018,,,,,36043
6212320,2018,,6,0,0,36049
6212350,2018,,2,2,0,36033
6212357,2018,,87,15,0,36059
6212365,2018,,,,,36065
6212370,2018,,,,,36025
6212380,2018,,,,,36089
6212390,2018,,,,,36073
6212435,2018,,,,,36103
6212450,2018,Neurological,22,20,14,36059
6212490,2018,,4,0,0,36097
6212500,2018,,10,6,0,36119
6212530,2018,,8,0,0,36119
6212565,2018,,9,0,0,36117
6212600,2018,,12,0,0,36119
6212630,2018,ICU,28,12,10,36061
6212655,2018,Surgical Step-down,28,8,24,36061
6212675,2018,,26,11,0,36005
6212692,2018,,,,,36005
6212700,2018,,50,0,0,36005
6212760,2018,,,,,36061
6212815,2018,,,,,36061
6212830,2018,,14,6,0,36061
6212900,2018,,4,0,0,36061
6212910,2018,,,,,36061
6212925,2018,Transplant,108,34,26,36061
6212928,2018,,0,0,0,36005
6212990,2018,,24,24,0,36061
6213010,2018,,38,0,0,36005
6213055,2018,,,,,36081
6213060,2018,,20,0,0,36061
6213070,2018,,17,0,0,36061
6213100,2018,Neuro ICU,54,42,10,36005
6213140,2018,Neuro ICU,36,48,16,36061
6213180,2018,,20,9,0,36081
6213190,2018,,0,0,0,36061
6213270,2018,,,,,36061
6213335,2018,Neurology,45,24,14,36061
6213580,2018,,17,3,0,36005
6213660,2018,,12,0,0,36063
6213670,2018,,,,,36063
6213690,2018,,,,,36103
6213710,2018,,2,3,0,36017
6213720,2018,,11,8,0,36087
6213735,2018,,10,12,0,36059
6213740,2018,,,,,36089
6213760,2018,,,,,36089
6213820,2018,,6,0,0,36053
6213830,2018,,0,0,0,36077
6213855,2018,,,,,36087
6213860,2018,,,,,36087
6213870,2018,,6,6,0,36119
6213880,2018,,,,,36119
6213900,2018,,8,0,0,36075
6213923,2018,,,,,36103
6213930,2018,,10,0,0,36119
6213950,2018,,3,0,0,36123
6213977,2018,,8,13,0,36059
6213990,2018,,14,14,0,36019
6214050,2018,,12,8,0,36103
6214053,2018,,,,,36071
6214055,2018,,8,8,0,36103
6214140,2018,,14,10,0,36027
6214150,2018,,,,,36081
6214180,2018,,7,0,0,36027
6214195,2018,,8,0,0,36103
6214240,2018,,14,0,0,36055
6214280,2018,,20,0,0,36055
6214290,2018,,22,18,0,36055
6214310,2018,,,,,36055
6214330,2018,,72,8,0,36055
6214360,2018,,15,0,0,36059
6214390,2018,,11,0,0,36065
6214410,2018,,60,20,0,36059
6214520,2018,,12,7,0,36091
6214550,2018,,,,,36093
6214560,2018,Neuro,18,18,20,36093
6214585,2018,,,,,36093
6214616,2018,,12,11,0,36103
6214650,2018,,,,,36029
6214670,2018,,,,,36089
6214690,2018,,0,0,0,36085
6214735,2018,,68,10,0,36085
6214765,2018,,,,,36087
6214775,2018,BMT,57,16,10,36103
6214870,2018,,24,20,0,36067
6214885,2018,,55,14,20,36067
6214890,2018,,30,0,0,36067
6214900,2018,,,,,36067
6214923,2018,,20,0,0,36067
6214990,2018,,12,12,0,36083
6215090,2018,,16,9,0,36065
6215130,2018,,,,,36065
6215140,2018,,,,,36119
6215150,2018,Neuro,56,15,16,36119
6215165,2018,,0,0,0,36025
6215170,2018,,,,,36121
6215180,2018,,,,,36071
6215210,2018,,10,0,0,36045
6215260,2018,,2,4,0,36003
6215280,2018,,0,0,0,36013
6215290,2018,,,,,36087
6215295,2018,Neuroscience ICU,41,10,4,36103
6215300,2018,,0,0,0,36071
6215305,2018,,0,0,0,36029
6215315,2018,,0,0,0,36119
6215330,2018,,7,7,0,36119
6215460,2018,,,,,36119
6220001,2018,,15,10,0,34039
6220006,2018,,,,,34013
6220014,2018,,,,,34025
6220019,2018,,0,0,0,34005
6220021,2018,,,,,34027
6220022,2018,,,,,34023
6220023,2018,,0,0,0,34011
6220024,2018,,,,,34003
6220026,2018,,,,,34005
6220031,2018,,,,,34029
6220040,2018,Trauma,26,10,10,34001
6220070,2018,,,,,34017
6220090,2018,,0,0,0,34035
6220105,2018,,,,,34027
6220125,2018,,24,12,0,34011
6220160,2018,,,,,34005
6220190,2018,TSICU,34,12,17,34007
6220200,2018,,21,21,0,34007
6220217,2018,,16,0,0,34009
6220220,2018,,,,,34013
6220232,2018,,0,0,0,34029
6220233,2018,,0,0,0,34029
6220234,2018,,,,,34005
6220237,2018,,,,,34001
6220240,2018,,7,6,0,34013
6220247,2018,Neuro ICU,20,18,0,34023
6220253,2018,,0,0,0,34013
6220275,2018,,7,0,0,34033
6220280,2018,,12,6,0,34003
6220295,2018,,,,,34019
6220322,2018,,25,0,0,34025
6220340,2018,,24,24,0,34003
6220350,2018,,0,0,0,34027
6220365,2018,,8,0,0,34041
6220375,2018,,,,,34001
6220390,2018,,,,,34017
6220395,2018,,16,0,0,34025
6220420,2018,,,,,34017
6220425,2018,,10,0,0,34017
6220435,2018,,18,16,0,34017
6220448,2018,,,,,34013
6220469,2018,,,,,34039
6220472,2018,,,,,34007
6220475,2018,,0,0,0,34017
6220478,2018,,,,,34003
6220540,2018,,10,0,0,34029
6220542,2018,,0,0,0,34021
6220547,2018,,10,10,0,34005
6220560,2018,,12,0,0,34025
6220585,2018,,12,0,0,34029
6220600,2018,,18,0,0,34005
6220650,2018,,24,0,0,34013
6220680,2018,Cardiovascular ICU,34,10,10,34027
6220730,2018,,26,0,0,34005
6220740,2018,Neuro ICU,37,12,13,34025
6220758,2018,,32,0,0,34013
6220785,2018,PCU,47,15,6,34013
6220800,2018,Neuro ICU,12,18,4,34013
6220820,2018,CTICU,13,11,12,34013
6220890,2018,,16,14,0,34013
6220915,2018,,0,0,0,34023
6220920,2018,Neuro ICU,37,14,7,34023
6220950,2018,,28,0,0,34023
6220990,2018,,10,0,0,34037
6221070,2018,,,,,34031
6221120,2018,,74,16,0,34031
6221135,2018,,,,,34035
6221140,2018,,22,8,0,34023
6221145,2018,,12,0,0,34041
6221165,2018,,,,,34023
6221170,2018,,24,0,0,34029
6221175,2018,,12,0,0,34027
6221190,2018,,24,0,0,34023
6221210,2018,,8,7,0,34039
6221220,2018,,27,0,0,34025
6221230,2018,,5,4,0,34003
6221235,2018,Neuro ICU,10,22,4,34003
6221250,2018,,0,0,0,34005
6221260,2018,,12,0,0,34033
6221315,2018,,,,,34017
6221330,2018,,,,,34001
6221340,2018,,28,0,0,34035
6221345,2018,,54,0,0,34007
6221360,2018,,,,,34039
6221370,2018,Neuroscience ICU,20,10,10,34039
6221385,2018,,,,,34029
6221390,2018,,19,0,0,34003
6221395,2018,,32,0,0,34029
6221430,2018,,16,0,0,34021
6221450,2018,,,,,34021
6221480,2018,,20,4,0,34021
6221490,2018,,20,0,0,34021
6221500,2018,Neuro ICU,14,0,18,34021
6221600,2018,,24,0,0,34007
6221610,2018,,0,0,0,34023
6221618,2018,,18,0,0,34003
6221630,2018,,14,0,0,34015
6221640,2018,,0,0,0,34003
6229075,2018,,0,0,0,34001
6229151,2018,,,,,34039
6230001,2018,,0,0,0,42079
6230010,2018,Neuro ICU,45,10,10,42091
6230013,2018,TNICU,66,29,14,42077
6230016,2018,,,,,42101
6230018,2018,,0,0,0,42031
6230019,2018,,9,9,0,42075
6230022,2018,Neuro ICU,13,8,8,42101
6230023,2018,,8,0,0,42121
6230024,2018,,6,0,0,42085
6230026,2018,Step-down,22,6,8,42079
6230028,2018,,0,0,0,42077
6230029,2018,,187,10,0,42003
6230039,2018,,46,19,0,42043
6230040,2018,,12,0,0,42077
6230041,2018,,55,37,0,42003
6230043,2018,Neuro ICU,53,17,40,42101
6230044,2018,,0,0,0,42003
6230046,2018,,6,0,0,42101
6230047,2018,,,,,42003
6230049,2018,,55,9,0,42095
6230051,2018,,30,0,0,42011
6230052,2018,,24,11,0,42021
6230054,2018,Neuro,46,15,6,42101
6230058,2018,,,,,42093
6230059,2018,,,,,42093
6230063,2018,,0,0,0,42095
6230067,2018,,,,,42007
6230071,2018,,0,0,0,42041
6230072,2018,,,,,42049
6230074,2018,,,,,42129
6230075,2018,,,,,42013
6230076,2018,,,,,42021
6230078,2018,,0,0,0,42003
6230079,2018,,0,0,0,42003
6230080,2018,,0,0,0,42091
6230082,2018,,12,0,0,42101
6230083,2018,,0,0,0,42029
6230084,2018,,,,,42085
6230086,2018,,26,8,4,42013
6230088,2018,,0,0,0,42043
6230100,2018,,30,0,0,42007
6230130,2018,,12,32,0,42027
6230135,2018,,0,0,0,42027
6230150,2018,,,,,42037
6230170,2018,,12,0,0,42037
6230185,2018,,0,0,0,42029
6230200,2018,,5,0,0,42083
6230205,2018,,,,,42017
6230210,2018,,0,0,0,42065
6230260,2018,Neuro,16,7,7,42045
6230270,2018,,35,0,0,42019
6230286,2018,,0,0,0,42077
6230287,2018,,0,0,0,42043
6230288,2018,,,,,42071
6230289,2018,,0,0,0,42011
6230292,2018,,0,0,0,42101
6230293,2018,,0,0,0,42017
6230294,2018,,0,0,0,42041
6230297,2018,,21,34,0,42041
6230300,2018,,,,,42041
6230310,2018,,6,0,0,42125
6230340,2018,,12,0,0,42041
6230360,2018,,12,12,0,42055
6230370,2018,,8,8,0,42125
6230400,2018,,27,15,0,42045
6230420,2018,,0,0,0,42069
6230430,2018,,0,0,0,42033
6230440,2018,,6,0,0,42107
6230455,2018,,0,0,0,42091
6230456,2018,,8,0,0,42095
6230460,2018,,15,0,0,42029
6230470,2018,,,,,42029
6230497,2018,,0,0,0,42011
6230499,2018,,0,0,0,42133
6230500,2018,,5,0,0,42051
6230501,2018,,0,0,0,42133
6230504,2018,,,,,42017
6230505,2018,,0,0,0,42125
6230506,2018,,0,0,0,42101
6230510,2018,,,,,42049
6230515,2018,,22,0,0,42091
6230516,2018,,0,0,0,42095
6230517,2018,,8,0,0,42003
6230522,2018,,4,0,0,42105
6230538,2018,,0,0,0,42043
6230540,2018,,0,0,0,42093
6230550,2018,,42,16,0,42093
6230552,2018,,12,0,0,42089
6230554,2018,,,,,42079
6230555,2018,,38,0,0,42045
6230557,2018,,,,,42101
6230561,2018,,0,0,0,42011
6230562,2018,,,,,42017
6230585,2018,,0,0,0,42029
6230590,2018,,14,7,0,42017
6230610,2018,,0,14,0,42045
6230615,2018,,15,12,0,42033
6230640,2018,,0,0,0,42091
6230660,2018,,15,6,0,42095
6230680,2018,,12,12,0,42089
6230694,2018,,,,,42017
6230705,2018,Neuro,44,30,31,42043
6230720,2018,,,,,42073
6230745,2018,,10,0,0,42071
6230760,2018,,29,13,0,42049
6230775,2018,,0,0,0,42049
6230780,2018,,16,11,0,42049
6230783,2018,,,,,42049
6230785,2018,,0,0,0,42049
6230805,2018,,2,0,0,42009
6230807,2018,,0,0,0,42091
6230820,2018,,8,0,0,42001
6230840,2018,,16,16,0,42129
6230855,2018,,7,0,0,42085
6230880,2018,"Med/Surg, Cardiac",0,0,10,42133
6230890,2018,,0,0,0,42003
6230950,2018,,12,0,0,42079
6230979,2018,,14,6,0,42003
6230990,2018,,8,0,0,42127
6231000,2018,,7,0,0,42061
6231010,2018,,12,0,0,42063
6231020,2018,,0,0,4,42081
6231070,2018,,3,2,0,42083
6231100,2018,,6,6,0,42005
6231120,2018,TNU,16,16,16,42071
6231130,2018,,18,21,0,42017
6231140,2018,,16,0,0,42071
6231150,2018,,14,0,0,42091
6231160,2018,,11,0,0,42129
6231192,2018,,0,0,0,42075
6231195,2018,,,,,42075
6231200,2018,,0,0,0,42003
6231205,2018,,13,0,0,42025
6231210,2018,ICU/CCU,0,0,12,42119
6231220,2018,,,,,42119
6231240,2018,,5,5,0,42087
6231270,2018,,0,0,0,42035
6231325,2018,,2,0,0,42057
6231330,2018,,12,0,0,42003
6231335,2018,,14,0,0,42039
6231340,2018,Step-down,9,0,18,42003
6231345,2018,,,,,42091
6231365,2018,,0,0,0,42041
6231375,2018,,14,0,0,42045
6231405,2018,,6,0,0,42131
6231409,2018,,0,0,0,42015
6231415,2018,,0,0,0,42111
6231460,2018,,0,0,0,42115
6231470,2018,,6,0,0,42129
6231480,2018,,0,0,0,42081
6231510,2018,,6,0,0,42073
6231530,2018,,0,0,0,42027
6231565,2018,,0,0,0,42091
6231570,2018,,0,0,0,42091
6231583,2018,,12,0,0,42091
6231634,2018,,28,11,0,42101
6231660,2018,,5,0,0,42101
6231710,2018,,,,,42101
6231730,2018,,0,32,0,42101
6231810,2018,,0,0,0,42101
6231860,2018,,0,0,0,42101
6231890,2018,STICU,30,14,22,42101
6231900,2018,Neuro ICU,56,44,22,42101
6231930,2018,,10,10,0,42101
6231965,2018,,,,,42101
6231970,2018,,32,16,0,42091
6231977,2018,,0,0,0,42101
6231980,2018,,10,0,0,42101
6232030,2018,,14,0,0,42101
6232130,2018,,,,,42101
6232170,2018,Neuro,36,20,10,42101
6232200,2018,,,,,42101
6232210,2018,,0,0,0,42101
6232270,2018,,,,,42101
6232300,2018,,71,18,0,42101
6232325,2018,,,,,42101
6232335,2018,,,,,42091
6232390,2018,,24,0,0,42029
6232430,2018,,0,12,0,42003
6232435,2018,,0,0,0,42003
6232460,2018,,20,0,0,42003
6232505,2018,,,,,42003
6232510,2018,,20,20,0,42003
6232540,2018,,16,16,0,42003
6232551,2018,,31,6,0,42003
6232575,2018,,12,22,0,42003
6232610,2018,,14,0,0,42003
6232690,2018,,14,13,0,42003
6232725,2018,Progressive Care,25,0,24,42079
6232770,2018,,18,0,0,42091
6232800,2018,,8,0,0,42107
6232810,2018,,5,0,0,42065
6232820,2018,,14,0,0,42017
6232855,2018,,0,0,0,42011
6232880,2018,,0,0,0,42035
6232920,2018,,2,2,0,42013
6232955,2018,,,,,42079
6232960,2018,,0,0,0,42047
6232970,2018,Step-down,26,0,12,42015
6232979,2018,,0,0,0,42069
6232980,2018,,18,0,0,42069
6233000,2018,,10,8,0,42069
6233010,2018,,12,0,0,42069
6233090,2018,,14,0,0,42017
6233100,2018,,16,0,0,42003
6233120,2018,,,,,42085
6233140,2018,,0,8,0,42111
6233170,2018,,5,0,0,42021
6233200,2018,,0,0,0,42097
6233210,2018,,,,,42115
6233220,2018,,4,3,0,42003
6233240,2018,,4,0,0,42039
6233250,2018,,0,0,0,42129
