State,County,population,current_reported_cases,acute_beds,icu_beds,acute_util,icu_util
Alabama,Autauga County,55200,4,44,6,0.608789753181818,1.89373014333333
Alabama,Baldwin County,208107,4,95,10,1.21810646757895,5.437977558
Alabama,Blount County,57645,1,19,6,1.59426656263158,2.308595885
Alabama,Calhoun County,115098,2,65,18,0.919995743230769,1.48107537166667
Alabama,Chilton County,43930,1,30,6,0.736531036333333,1.59704815166667
Alabama,Colbert County,54495,1,86,22,0.350528212790698,0.657264713636364
Alabama,Cullman County,82313,4,113,12,0.386527289734513,1.69164802166667
Alabama,Dallas County,40029,2,94,18,0.21924515212766,0.497598094444444
Alabama,Etowah County,102939,3,140,40,0.393618782857143,0.63183026
Alabama,Houston County,104352,2,105,18,0.510656641904762,1.33807458888889
Alabama,Jefferson County,659892,129,1578,479,0.205263899100127,0.2935143365762
Alabama,Lauderdale County,92585,7,143,36,0.348300027412587,0.685025724444444
Alabama,Lee County,159287,40,226,28,0.293983930663717,0.883555416785715
Alabama,Limestone County,93052,6,47,10,0.992973926382979,1.940051546
Alabama,Madison County,357560,35,558,134,0.317301036845878,0.554438742089552
Alabama,Marion County,29965,3,32,4,0.534448518125,2.056606855
Alabama,Marshall County,95145,1,152,20,0.316612095394737,1.074587575
Alabama,Mobile County,414659,10,248,77,0.825620001935484,1.14382064311688
Alabama,Montgomery County,226941,13,456,98,0.235849338289474,0.460388997346939
Alabama,Russell County,58213,1,27,8,1.01163449740741,1.39377732125
Alabama,Shelby County,211261,42,138,32,0.756534619275362,1.300082891875
Alabama,St. Clair County,87306,6,34,6,1.31725500088235,3.142299995
Alabama,Tallapoosa County,40636,4,25,6,0.9261718884,1.88135379833333
Alabama,Tuscaloosa County,206213,15,337,72,0.267895072670623,0.511413340416667
Alabama,Walker County,64493,9,80,12,0.438298441625,1.36300955583333
Alaska,Anchorage Municipality,296112,28,253,96,0.500989530197628,0.452623217291667
Alaska,Fairbanks North Star Borough,99653,11,57,13,0.701563739122807,0.980199759230769
Alaska,Kenai Peninsula Borough,58220,5,30,6,1.02892931,2.05641845
Alaska,Ketchikan Gateway Borough,13804,11,16,4,0.44569571625,0.694424635
Arizona,Cochise County,126279,1,108,12,0.64323873537037,2.895689715
Arizona,Coconino County,140217,23,171,44,0.347647048128655,0.513399199318182
Arizona,Graham County,37879,2,36,6,0.454413806666667,1.17124716
Arizona,Maricopa County,4253913,251,4298,950,0.46303440242671,0.899744756178947
Arizona,Navajo County,108705,37,77,12,0.698058058051948,2.03523996083333
Arizona,Pima County,1019722,49,1579,334,0.332239876649778,0.766143816676647
Arizona,Pinal County,419721,23,125,34,1.75900666872,3.01113489441176
Arizona,Santa Cruz County,46584,1,16,2,1.4228433425,5.38963826
Arizona,Yavapai County,224645,4,209,39,0.735124908660287,2.18328548948718
Arizona,Yuma County,207829,3,296,42,0.331811970135135,1.19789397238095
Arkansas,Benton County,258980,18,177,30,0.651485744519774,1.58265044066667
Arkansas,Boone County,37288,2,69,12,0.295943493913043,0.84404991
Arkansas,Clark County,22385,13,17,4,0.611207073529412,1.2618124375
Arkansas,Columbia County,23892,2,24,6,0.482861914166667,0.950137343333333
Arkansas,Craighead County,105701,2,379,68,0.123494628575198,0.290682437794118
Arkansas,Crawford County,62472,1,36,3,0.870651364444445,4.58866696
Arkansas,Drew County,18502,1,34,7,0.265729335588235,0.616708941428572
Arkansas,Faulkner County,122416,23,184,25,0.28416608125,0.826673642
Arkansas,Garland County,98296,18,319,49,0.178959470752351,0.611752016938776
Arkansas,Greene County,44623,2,82,10,0.265249398048781,0.915376936
Arkansas,Hempstead County,22018,3,59,8,0.191522051694915,0.67718861875
Arkansas,Hot Spring County,33520,2,42,6,0.432183212142857,1.380792515
Arkansas,Independence County,37264,3,136,25,0.139020307647059,0.3600395264
Arkansas,Jefferson County,70424,22,139,34,0.256407282086331,0.470100523235294
Arkansas,Polk County,20163,2,25,6,0.4597527376,0.98301026
Arkansas,Pulaski County,393463,79,1267,496,0.149634450292028,0.161789559435484
Arkansas,Saline County,118009,3,60,16,1.01126189066667,1.68482416
Arkansas,Sebastian County,127461,2,415,72,0.150250674337349,0.370913474305556
Arkansas,Union County,39732,2,40,16,0.52003979575,0.593575510625
Arkansas,Washington County,228529,10,435,61,0.21505861416092,0.595520866229508
Arkansas,White County,78804,3,283,14,0.134103174310954,1.22365154785714
California,Alameda County,1643700,135,898,170,0.869794463396436,1.83679783452941
California,Butte County,227075,4,290,43,0.396124767103448,1.27899040790698
California,Calaveras County,45235,2,25,6,1.2164777956,2.64677251833333
California,Contra Costa County,1133247,108,698,142,0.812203284312321,1.69632603908451
California,El Dorado County,186661,3,118,28,0.92754419,1.77558877071429
California,Fresno County,978130,19,859,221,0.47160958798603,0.747478705520362
California,Humboldt County,135768,5,126,24,0.552179391111111,1.28146986333333
California,Imperial County,180216,9,48,8,1.57521378041667,3.9980873175
California,Kern County,883053,23,672,133,0.530213206815476,1.00822048887218
California,Los Angeles County,10098052,799,8967,1828,0.51922550529274,1.04160103612691
California,Madera County,155013,7,73,10,0.942383226438356,2.916877447
California,Marin County,260295,60,296,34,0.521504323851351,2.16967882764706
California,Mendocino County,87422,2,52,10,0.950610722115385,2.314788245
California,Merced County,269075,2,164,24,0.656915642743902,1.75547019125
California,Mono County,14174,4,13,2,0.581795307692308,1.2681005
California,Monterey County,433212,24,355,43,0.534689566084507,1.86137125674419
California,Napa County,140530,3,156,66,0.476625533974359,0.534766616666667
California,Orange County,3164182,187,2403,441,0.631474020008323,1.44778750548753
California,Placer County,380077,30,146,20,1.40317926321918,4.8917153785
California,Riverside County,2383286,107,1584,280,0.684977164046717,1.65484997196429
California,Sacramento County,1510023,113,1090,236,0.64472507680734,1.23290629779661
California,San Benito County,59416,9,33,8,0.816589658181818,1.31173141
California,San Bernardino County,2135413,54,1738,369,0.520811898964327,0.914258156097561
California,San Diego County,3302833,297,2524,505,0.60300972110935,1.2594125820198
California,San Francisco County,870044,178,771,215,0.567538492101167,0.885437360883721
California,San Joaquin County,732212,71,170,34,1.88060902617647,3.783939575
California,San Luis Obispo County,281455,46,163,27,0.913523545337423,2.63410267074074
California,San Mateo County,765935,165,561,89,0.691867957219251,1.90557647191011
California,Santa Barbara County,443738,26,171,48,1.17258796467836,1.9329320425
California,Santa Clara County,1922200,459,1318,266,0.678905549165402,1.36363276766917
California,Santa Cruz County,273765,25,68,6,1.99133985441176,9.36302165
California,Shasta County,179085,3,289,50,0.342630250761246,0.9690087506
California,Siskiyou County,43540,3,25,4,1.0806945816,3.411001365
California,Solano County,438530,31,314,70,0.692389044745223,1.296300285
California,Sonoma County,501317,39,378,56,0.72204456941799,2.22136487071429
California,Stanislaus County,539301,12,360,54,0.657808263694444,1.78876176055556
California,Tulare County,460477,18,336,29,0.543886863125,2.5056028962069
California,Ventura County,848112,50,143,53,2.8782440965035,3.32909366415094
California,Yolo County,214977,11,51,8,1.74893210098039,4.62010535625
California,Yuba County,75493,5,175,24,0.184681554742857,0.528268663333333
Colorado,Adams County,497115,38,494,161,0.417249880607288,0.446628813540373
Colorado,Arapahoe County,636671,88,409,112,0.72133117207824,1.00232170196429
Colorado,Boulder County,321030,51,292,65,0.516887264417808,0.925002750615385
Colorado,Broomfield County,66120,8,68,20,0.455237398088235,0.5959103465
Colorado,Chaffee County,19164,3,19,2,0.654102877894737,3.12610766
Colorado,Delta County,30346,1,37,6,0.502596718378378,1.65050357
Colorado,Denver County,693417,214,918,201,0.327826827407407,0.565549514626866
Colorado,Douglas County,328614,58,312,58,0.48422310948718,0.892776031724138
Colorado,Eagle County,54357,120,38,5,0.650775804210527,1.469307888
Colorado,El Paso County,688153,122,535,91,0.568684878878505,1.30250527252747
Colorado,Fremont County,47002,1,17,4,1.62581862705882,3.212400835
Colorado,Garfield County,58538,13,32,7,0.851722990625,1.41248061428571
Colorado,Jefferson County,570427,93,295,102,1.0139358760339,1.22928271147059
Colorado,La Plata County,55101,1,48,22,0.607692153125,0.535423029545455
Colorado,Larimer County,338161,45,266,59,0.608064936315789,1.15652994813559
Colorado,Logan County,21689,2,18,4,0.609201268888889,1.34534679
Colorado,Mesa County,149998,5,216,32,0.361617232731481,1.1632724290625
Colorado,Montrose County,41268,4,27,8,0.895750098518519,1.5172821675
Colorado,Morgan County,28257,3,36,6,0.3737757,1.0430808
Colorado,Pueblo County,164685,3,281,49,0.302957467793594,0.823867174489796
Colorado,Routt County,24874,6,20,4,0.648671386,1.16127307
Colorado,Summit County,30429,9,18,8,0.855550023333333,0.6418111975
Colorado,Weld County,295123,87,143,16,0.903519209090909,3.04369769375
Connecticut,Fairfield County,944348,546,992,117,0.481339931703629,1.8059801517094
Connecticut,Hartford County,894730,116,996,145,0.463808575853414,1.47033240310345
Connecticut,Litchfield County,183031,33,74,15,1.46984084135135,3.421852516
Connecticut,Middlesex County,163368,15,157,24,0.595257381528663,1.83190962916667
Connecticut,New Haven County,859339,127,1203,183,0.369379513092269,1.11922134289617
Connecticut,New London County,268881,9,282,32,0.510338508049645,2.0410590853125
Connecticut,Windham County,116538,2,22,8,2.77118437681818,3.32014046375
Delaware,Kent County,174822,14,192,35,0.450534379010417,1.089967978
Delaware,New Castle County,555133,79,691,95,0.397065787149059,1.21096653768421
Delaware,Sussex County,219540,26,179,34,0.780279881731844,2.11499532852941
District of Columbia,District of Columbia,684498,231,1183,259,0.253036268605241,0.456855035675676
Florida,Alachua County,263148,46,889,254,0.128580997007874,0.190312219133858
Florida,Bay County,182482,3,126,12,0.746669312619048,3.4733272175
Florida,Brevard County,576808,12,636,146,0.546966073899371,1.25087655479452
Florida,Broward County,1909151,412,1995,443,0.489536539598998,0.986343258465011
Florida,Charlotte County,176954,3,521,64,0.259840215259117,1.37498762265625
Florida,Citrus County,143087,9,171,24,0.610777486491228,2.69152790875
Florida,Clay County,207291,16,335,36,0.311560413253731,1.16180032111111
Florida,Collier County,363922,57,708,70,0.335126943347458,2.09750263014286
Florida,DeSoto County,36399,4,40,5,0.49676736175,2.024205106
Florida,Duval County,924229,60,1743,442,0.250369691440046,0.397549633076923
Florida,Escambia County,311522,17,474,44,0.328550555042194,1.58733833886364
Florida,Flagler County,107139,6,81,18,0.88065038,2.22005384555556
Florida,Hernando County,182696,8,240,36,0.480387956041667,1.8282572375
Florida,Highlands County,102101,5,192,38,0.361264907135417,1.21434389026316
Florida,Hillsborough County,1378883,123,2048,435,0.318466668959961,0.616485728666667
Florida,Indian River County,150984,12,112,14,0.9069785225,4.56200182
Florida,Jackson County,48472,1,29,26,0.908096096206896,0.472794738846154
Florida,Lake County,335362,22,770,158,0.267167574493507,0.72909511164557
Florida,Lee County,718679,52,1054,141,0.429079343036053,1.81774739319149
Florida,Leon County,288102,8,239,40,0.513874281087866,1.2357834205
Florida,Manatee County,373853,26,176,31,1.32154313721591,4.20933638225807
Florida,Marion County,348371,5,173,46,1.27174251913295,2.77704400413043
Florida,Martin County,157581,7,397,52,0.263333190025189,1.25340391461538
Florida,Miami-Dade County,2715516,491,3075,608,0.443725287147967,1.00963955924342
Florida,Monroe County,76325,11,21,4,2.25232694619048,5.3812535325
Florida,Nassau County,80578,4,40,8,1.19132939475,2.72353427625
Florida,Okaloosa County,200737,18,139,24,0.709176761294964,1.80709709083333
Florida,Orange County,1321194,89,1685,453,0.34511942758457,0.483056190993378
Florida,Osceola County,338619,39,233,116,0.658817713776824,0.517685626637931
Florida,Palm Beach County,1446277,141,1962,311,0.422322690942915,1.51493852209003
Florida,Pasco County,510593,18,724,178,0.407132028839779,0.859590231011236
Florida,Pinellas County,957875,54,1516,296,0.388874532862797,1.06349029790541
Florida,Polk County,668671,15,1079,159,0.330445201890639,1.11450237207547
Florida,Putnam County,72766,5,82,10,0.519239170853659,2.194762799
Florida,Santa Rosa County,170442,8,133,8,0.657136213458647,4.45652920125
Florida,Sarasota County,412144,32,584,94,0.504274960924658,2.04195960446809
Florida,St. Johns County,235503,28,130,24,1.01323383269231,2.47951590625
Florida,Volusia County,527634,28,661,318,0.480212878396369,0.529080966603774
Florida,Walton County,65858,13,91,12,0.414701789010989,1.40545393333333
Georgia,Barrow County,76887,2,24,6,1.43134498833333,2.12562838
Georgia,Bibb County,153490,6,389,34,0.188222936863753,0.950333163529412
Georgia,Camden County,52714,1,23,5,1.00096106695652,1.706445092
Georgia,Carroll County,116022,50,117,18,0.447086702905983,1.17727809777778
Georgia,Chatham County,287049,7,237,58,0.566993528691983,0.991503512068966
Georgia,Cherokee County,241910,36,85,15,1.362261396,2.83759142266667
Georgia,Clarke County,124602,21,290,54,0.161138081103448,0.332122527407407
Georgia,Cobb County,745057,109,680,111,0.498238034602941,1.10367149972973
Georgia,Coffee County,42961,2,46,10,0.436081424347826,0.779222448
Georgia,Colquitt County,45606,2,65,10,0.329150272461538,0.900584229
Georgia,Coweta County,140516,10,37,5,1.83038345702703,5.115738418
Georgia,Crisp County,22846,3,49,16,0.241090742653061,0.333870225625
Georgia,DeKalb County,743187,125,739,168,0.452351324912043,0.732418041011905
Georgia,Dodge County,20919,1,17,4,0.651917101176471,1.21764232
Georgia,Dougherty County,91049,123,287,38,0.147833143449477,0.493190995526316
Georgia,Douglas County,141840,18,86,16,0.738706624069768,1.379946895625
Georgia,Fayette County,111369,12,163,14,0.372129731779141,1.83892812285714
Georgia,Floyd County,96824,14,172,26,0.279357944593023,0.842975520384616
Georgia,Forsyth County,219880,10,256,24,0.388650907265625,1.4775915725
Georgia,Fulton County,1021902,204,2114,457,0.213684832535478,0.36195510726477
Georgia,Glynn County,83974,5,196,24,0.230989109387755,0.876763106666667
Georgia,Gordon County,56790,9,36,10,0.761011514722222,1.131083547
Georgia,Gwinnett County,902298,69,322,56,1.1922028902795,2.21378748803571
Georgia,Hall County,195961,19,382,85,0.23975503460733,0.453785726823529
Georgia,Henry County,221307,20,152,40,0.6537853025,0.8741683505
Georgia,Houston County,151682,6,195,36,0.352133894358974,0.741261405555556
Georgia,Lowndes County,114582,12,117,38,0.398986902478633,0.492004537105263
Georgia,Muscogee County,196670,4,570,83,0.15271519722807,0.432987320240964
Georgia,Newton County,106497,8,71,10,0.678757092253521,1.850098645
Georgia,Paulding County,155840,6,100,8,0.6756001835,2.81645270625
Georgia,Pickens County,30832,4,39,6,0.462547885128205,1.31715208
Georgia,Richmond County,201463,10,557,142,0.165539557163375,0.268016032816901
Georgia,Spalding County,64719,10,103,16,0.321080059320388,0.920353993125
Georgia,Thomas County,44730,5,122,18,0.191513575819672,0.568692986111111
Georgia,Tift County,40510,7,119,20,0.157185853445378,0.404797172
Georgia,Troup County,69774,1,77,12,0.428166499220779,1.14698829666667
Georgia,Whitfield County,103849,1,145,22,0.327037243172414,0.88604317
Hawaii,Hawaii County,197658,5,104,13,1.05994695163462,3.94587669461539
Hawaii,Honolulu County,987638,68,928,163,0.524772216174569,1.44487726006135
Hawaii,Kauai County,71377,1,52,7,0.753278445384615,2.57352154857143
Hawaii,Maui County,165281,13,166,24,0.527555905180723,1.5901358225
Idaho,Ada County,446052,37,553,113,0.376826666473779,0.739229233982301
Idaho,Bannock County,85065,3,48,32,0.782931473541667,0.4851109146875
Idaho,Canyon County,212230,8,166,41,0.555109229638554,0.931721655609756
Idaho,Cassia County,23615,1,12,6,0.840102508333333,0.757319983333333
Idaho,Kootenai County,153605,9,142,26,0.572432069577465,1.42637215846154
Idaho,Madison County,38705,2,23,4,0.452511665652174,0.9127179225
Idaho,Nez Perce County,40155,1,54,9,0.396008345740741,1.20152548111111
Idaho,Twin Falls County,83666,1,103,30,0.373680725825243,0.580254841333333
Illinois,Adams County,66427,1,176,25,0.202793895397727,0.7285321764
Illinois,Champaign County,209448,4,316,53,0.273195891392405,0.681895628679245
Illinois,Christian County,33231,1,43,3,0.424923261395349,2.98613658666667
Illinois,Cook County,5223719,1418,7059,1419,0.350075509507012,0.738783212396054
Illinois,DeKalb County,104200,1,85,16,0.514157197764706,1.129816761875
Illinois,DuPage County,931743,131,1293,245,0.359921611276102,0.795561741306123
Illinois,Grundy County,50509,1,65,12,0.36648217,0.795931579166667
Illinois,Jackson County,58551,1,116,21,0.223474026896552,0.562611089523809
Illinois,Kane County,530839,38,541,81,0.453625844510166,1.19270442123457
Illinois,Kankakee County,111061,6,243,57,0.224503494238683,0.437848963157895
Illinois,Lake County,703619,139,491,83,0.688210292423625,1.63749417373494
Illinois,LaSalle County,110401,3,107,13,0.55464478728972,2.23419675076923
Illinois,Livingston County,36324,1,33,5,0.59469138969697,1.911214828
Illinois,Madison County,265670,3,326,113,0.422517047147239,0.555214359557522
Illinois,McHenry County,307789,19,205,31,0.749285451707317,1.91704427096774
Illinois,McLean County,173219,7,189,26,0.397523813544974,1.19866112461538
Illinois,Morgan County,34426,1,63,9,0.294349525714286,1.03544776444444
Illinois,Peoria County,184463,4,522,99,0.173824425517241,0.420368483636364
Illinois,Rock Island County,145275,3,301,26,0.253423532591362,1.42281448807692
Illinois,Sangamon County,197661,5,509,84,0.201786053339882,0.549379748214286
Illinois,St. Clair County,263463,7,319,34,0.409637889874608,1.67946420970588
Illinois,Stephenson County,45433,1,78,8,0.335815263846154,1.6982724275
Illinois,Whiteside County,56396,1,98,8,0.318321637142857,1.970429945
Illinois,Will County,688697,40,575,88,0.555543456330435,1.37766343875
Illinois,Williamson County,67299,1,77,8,0.466752405454546,2.0905180975
Illinois,Winnebago County,286174,7,530,81,0.276419728830189,0.831512144691358
Indiana,Adams County,35195,1,21,4,0.75579158,1.889506705
Indiana,Allen County,370016,7,663,169,0.25968916586727,0.430892088934911
Indiana,Bartholomew County,81893,5,145,17,0.275978354689655,1.02765285705882
Indiana,Boone County,64321,4,26,8,1.17153173115385,1.52106312375
Indiana,Clark County,115702,6,103,22,0.563717227281554,1.09919525409091
Indiana,Dearborn County,49501,2,43,8,0.611769693023256,1.43277915
Indiana,DeKalb County,42704,1,29,8,0.743543164827586,1.1401747775
Indiana,Delaware County,115616,7,209,36,0.266960779904306,0.741702972222222
Indiana,Dubois County,42418,1,51,26,0.43390733372549,0.389046768461538
Indiana,Elkhart County,203604,5,197,51,0.472230676395939,0.797340720588235
Indiana,Floyd County,76809,6,120,32,0.325809684333333,0.52704524625
Indiana,Gibson County,33596,2,20,4,0.8696437185,1.9645289075
Indiana,Grant County,66944,3,56,19,0.629678372678572,0.907941638421053
Indiana,Hamilton County,316095,30,231,33,0.612657085930736,1.58753706515152
Indiana,Hancock County,73830,8,20,24,1.889883799,0.657086000833333
Indiana,Hendricks County,160940,15,158,28,0.479045594303798,1.07928378928571
Indiana,Howard County,82387,6,23,13,1.92673724913044,1.63165255923077
Indiana,Jackson County,43938,1,68,7,0.323137659852941,1.41725559
Indiana,Jasper County,33449,1,42,4,0.411195140714286,1.9579435225
Indiana,Johnson County,151564,24,55,14,1.31858453018182,2.12112434571429
Indiana,Lake County,486849,19,575,119,0.42392888586087,0.913998828823529
Indiana,LaPorte County,110552,2,63,12,0.922621694920635,2.10123276833333
Indiana,Lawrence County,45619,1,44,6,0.571227555909091,1.98332125666667
Indiana,Madison County,129505,4,174,27,0.389964721609195,1.16495994222222
Indiana,Marion County,944523,226,1850,388,0.226873218248649,0.429039474845361
Indiana,Miami County,35901,1,15,4,1.23464649066667,2.06371066
Indiana,Monroe County,145403,4,142,30,0.421139443943662,0.847659632
Indiana,Montgomery County,38276,1,24,5,0.833636184583333,1.868306314
Indiana,Noble County,47451,1,22,4,1.07431105727273,2.471031685
Indiana,Ripley County,28425,7,14,5,1.06005779071429,1.385780186
Indiana,Shelby County,44399,2,26,8,0.900074252307692,1.25329493
Indiana,St. Joseph County,269240,19,217,82,0.594984459585254,0.715174661829268
Indiana,Sullivan County,20792,1,18,4,0.607172466666667,1.1938889
Indiana,Tippecanoe County,189294,4,221,53,0.333534100271493,0.555651204528302
Indiana,Tipton County,15218,2,19,6,0.453167708947369,0.701848921666667
Indiana,Vanderburgh County,181313,1,661,147,0.137945379334342,0.285023906530612
Indiana,Vigo County,107693,3,141,24,0.366119343049645,0.969065942916667
Indiana,Wells County,27947,1,24,5,0.603544591666667,1.37275596
Iowa,Black Hawk County,133009,4,256,41,0.245904653476562,0.702602651463415
Iowa,Carroll County,20344,1,64,6,0.17033998171875,0.987623528333333
Iowa,Cerro Gordo County,42984,2,114,18,0.213903474210526,0.702807996666667
Iowa,Dubuque County,96802,6,166,18,0.295617027710843,1.3083263
Iowa,Henry County,19926,1,13,2,0.801494413846154,2.48110131
Iowa,Jasper County,36891,1,17,3,1.18206294764706,3.26651996333333
Iowa,Johnson County,147001,43,560,114,0.104768037142857,0.201507449122807
Iowa,Kossuth County,15075,1,18,1,0.484159438333333,4.95490011
Iowa,Linn County,222121,7,286,44,0.376681534440559,1.09804638977273
Iowa,Muscatine County,42950,6,29,5,0.73705631862069,1.965489352
Iowa,Polk County,474274,20,1005,123,0.212885075631841,0.686481699105691
Iowa,Pottawattamie County,93503,2,120,51,0.398665442916667,0.431951310784314
Iowa,Poweshiek County,18605,4,32,6,0.3063246575,0.84756016
Iowa,Scott County,172288,3,295,46,0.288844979016949,0.816608721521739
Iowa,Sioux County,34825,1,64,2,0.24174751140625,3.859009635
Iowa,Story County,96922,2,120,14,0.304604258583333,1.11889206928571
Iowa,Wapello County,35315,1,39,10,0.464937498461539,0.879307756
Iowa,Woodbury County,102398,2,187,31,0.255543257219251,0.679068416129032
Kansas,Butler County,66468,3,72,14,0.44964226875,0.989656903571429
Kansas,Crawford County,39108,1,81,8,0.219737568148148,1.0372596225
Kansas,Douglas County,119319,10,58,10,0.826873992931034,1.919510841
Kansas,Franklin County,25563,1,27,8,0.4792773,0.7064453625
Kansas,Johnson County,585502,44,428,131,0.649268606051402,0.872525928320611
Kansas,Leavenworth County,80042,11,28,10,1.37062204428571,1.521221276
Kansas,Morris County,5566,2,21,2,0.159329911428571,0.94365093
Kansas,Reno County,63101,2,88,13,0.377819924318182,1.30978820461538
Kansas,Sedgwick County,512064,11,645,199,0.366098261209302,0.505779907135679
Kansas,Wyandotte County,164345,27,594,148,0.12008667530303,0.189912668040541
Kentucky,Boone County,129095,2,51,18,1.1809644645098,1.27124012833333
Kentucky,Bourbon County,20144,2,17,4,0.639571065294118,1.3001129725
Kentucky,Calloway County,38776,2,66,10,0.281903185909091,0.869091973
Kentucky,Campbell County,92267,2,61,14,0.755106397868853,1.42357212357143
Kentucky,Daviess County,99937,15,199,34,0.252809456030151,0.670679948529412
